taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2432769	Furipterus horrens (F.Cuvier, 1828)	2432769	Furipterus horrens (F.Cuvier, 1828)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Furipteridae	5717	Furipterus	2432768	Furipterus horrens	2432769	LC
2440996	Tayassu tajacu (Linnaeus, 1758)	2440995	Pecari tajacu (Linnaeus, 1758)	18	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Tayassuidae	5303	Pecari	2440994	Pecari tajacu	2440995	NE
9518324	Procyon cancrivorus G	9518324	Procyon cancrivorus G	57	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Procyonidae	5311	Procyon	2433592	Procyon cancrivorus	9518324	LC
5219491	Cryptotis merriami Choate, 1970	5219491	Cryptotis merriami Choate, 1970	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Soricomorpha	803	Soricidae	5534	Cryptotis	2435817	Cryptotis merriami	5219491	LC
4263143	Liomys salvini vulcani (J.A.Allen, 1908)	4263143	Liomys salvini vulcani (J.A.Allen, 1908)	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Heteromyidae	5504	Liomys	2439503	Liomys salvini	2439506	
4264675	Orthogeomys heterodus dolichocephalus (Merriam, 1895)	4264675	Orthogeomys heterodus dolichocephalus (Merriam, 1895)	3	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Geomyidae	9437	Orthogeomys	2439401	Orthogeomys heterodus	2439411	
2436326	Cyclopes didactylus (Linnaeus, 1758)	2436326	Cyclopes didactylus (Linnaeus, 1758)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Pilosa	1494	Cyclopedidae	5482	Cyclopes	2436325	Cyclopes didactylus	2436326	LC
4266371	Myotis oxyotus gardneri LaVal, 1973	4266371	Myotis oxyotus gardneri LaVal, 1973	9	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Vespertilionidae	9368	Myotis	2432384	Myotis oxyotus	2432422	
4265194	Thyroptera tricolor albiventer (Tomes, 1856)	4265194	Thyroptera tricolor albiventer (Tomes, 1856)	12	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Thyropteridae	5451	Thyroptera	2432772	Thyroptera tricolor	2432773	
2440806	Cabassous centralis (Miller, 1899)	2440806	Cabassous centralis (Miller, 1899)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cingulata	735	Dasypodidae	9369	Cabassous	2440805	Cabassous centralis	2440806	DD
5218906	Galictis vittata (Schreber, 1776)	5218906	Galictis vittata (Schreber, 1776)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mustelidae	5307	Galictis	5218900	Galictis vittata	5218906	LC
7261485	Liomys salvini salvini	7261485	Liomys salvini salvini	47	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Heteromyidae	5504	Liomys	2439503	Liomys salvini	2439506	
6164463	Spilogale angustifrons celeris Hall, 1938	6164463	Spilogale angustifrons celeris Hall, 1938	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mephitidae	9679	Spilogale	2434820	Spilogale angustifrons	2434825	
2439506	Liomys salvini (Thomas, 1893)	2439506	Liomys salvini (Thomas, 1893)	142	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Heteromyidae	5504	Liomys	2439503	Liomys salvini	2439506	LC
